App Name,App ID,App Version,Install Result,Launch Result,Comment
IAA Buyer Salvage Auctions,com.iaai.android ,23,PASS ,PASS ,nan
Star Merge - Match Island Game,com.miramerge ,NA ,FAIL ,NA ,Failed to update app
Lumosity: Brain Training,com.lumoslabs.lumosity ,2024.03.19.2500037 ,PASS ,PASS ,nan
Golf Impact - Real Golf Game,com.neowiz.game.golflegends ,1.15.11 ,PASS ,PASS ,nan
Hole Em All: Collect Master,and.brainworks.holeemall ,1.1.2 ,PASS ,PASS ,nan
Sling: Employee Scheduling App,com.gangverk.sling ,1.90.71 ,PASS ,PASS ,nan
Zosi Smart,com.ansjer.zccloud_a ,3.8.0.ZG ,PASS ,PASS ,nan
"FET: Connect, Date & Explore",com.fet.ideawise ,NA ,FAIL ,NA ,Not compatible with this version
SpongeBob: Krusty Cook-Off,com.tiltingpoint.spongebob ,NA ,FAIL ,NA ,Not compatible with this version
Kingdom UP,com.king.kingdom.final ,1.1.1 ,PASS ,PASS ,nan
Greeting Card Design,com.uxto.gcd ,1.0.8 ,PASS ,PASS ,nan
Magic: Fantasy Roleplay Chat,com.magicai.android ,2.2.8 ,PASS ,PASS ,nan
SpongeBob Adventures: In A Jam,com.tiltingpoint.sbadventures ,2.20.4 ,PASS ,PASS ,nan
Mad Skills Motocross 3,com.turborilla.bike.racing.madskillsmotocross3 ,3.6.0 ,PASS ,PASS ,nan
Go Go Muffin,com.xd.muffin.gp.global ,1.1.0 ,PASS ,PASS ,nan
Mileage Tracker by Everlance,com.everlance ,NA ,FAIL ,NA ,Not compatible with this version
Mighty Networks,com.mightybell.mb ,NA ,FAIL ,NA ,Failed to update app
Puzzle Pop Blaster,com.gimica.puzzlepopblaster ,1.2.1 ,PASS ,PASS ,nan
24GO by 24 Hour Fitness,io.a24go.android.dev ,1.77.0 ,PASS ,PASS ,nan
FOX Weather: Daily Forecasts,com.fox.weather ,3.1.0 ,PASS ,PASS ,nan
Zocdoc - Find and book doctors,com.zocdoc.android ,3.183.0 ,PASS ,PASS ,nan
Kajabi,kajabi.kajabiapp ,3.0.2 ,PASS ,PASS ,nan
Aosu,com.glazero.android ,NA ,FAIL ,NA ,Not compatible with this version
Babylist Baby Registry,st.babyli.babylist ,NA ,FAIL ,NA ,Failed to update app
Food 4 Less,com.food4less.mobile ,NA ,FAIL ,NA ,Not compatible with this version
Plant Parent: Plant Care Guide,com.plantparentai.app ,1.9,PASS ,PASS ,nan
Ralph Lauren: Luxury Shopping,com.ralphlauren.us.app ,3.1.4 ,PASS ,FAIL ,Launch Failed
Word Planet,in.crossword.wordplanet ,1.66.2 ,PASS ,PASS ,nan
Grand Vegas Casino Slots Games,com.grandvegas.casino.slot.games ,1.8.27 ,PASS ,PASS ,nan
Golf Super Crew,com.wemade.golfsc ,NA ,FAIL ,NA ,Failed to update app
Borgata Casino - Real Money,com.borgatapoker.casino.wrapper ,24.10.15 ,PASS ,PASS ,nan
Silent Castle: Survive,com.survive.silentcastle ,1.07.015 ,PASS ,PASS ,nan
Yelp for Business,com.yelp.android.biz ,25.12.0-28251205 ,PASS ,PASS ,nan
Pit Boss Grills,com.pitbossgrills.app ,2.4.1 ,PASS ,PASS ,nan
Our Daily Bread,org.rbc.odb ,5.2.4 ,PASS ,PASS ,nan
Delete Puzzle: Brain Games,com.ig.delete.one.part ,1.8.1 ,PASS ,PASS ,nan
Craft World Block Crazy 3D,com.craftworld.blockcrazy.vip3d ,1.2,PASS ,PASS ,nan
Jigsaw Puzzles Explorer,cos.mos.jigsaw ,1.0.76 ,PASS ,PASS ,nan
Water Connect Flow,com.gma.water.connect.flow ,20.2.0 ,PASS ,PASS ,nan
Shield: Antivirus Home Screen,com.applock.launcher ,NA ,FAIL ,NA ,Failed to update app
FPS Strike Ops : Modern Arena,com.ta.strike.ops ,1.1.8 ,PASS ,PASS ,nan
Baskin-Robbins,com.baskinrobbins.app ,NA ,FAIL ,NA ,Not compatible with this version
BMX Cycle Extreme Bicycle Game,com.pf.bmx.cycle.games.extreme.bicycle.games ,3.1.1 ,PASS ,PASS ,nan
Fraction Calculator Plus,com.digitalchemy.calculator.freefraction ,6.0.3 ,PASS ,PASS ,nan
Cac Browser,com.cinnet.brow.cac ,NA ,FAIL ,NA ,App not found
Solitaire Collection Girls,solitaire.collection.girls.klondike.spider ,1.6.0 ,PASS ,PASS ,nan
K-LOVE,com.emf.klove ,8.1.18 ,PASS ,PASS ,nan
Church's Texas Chicken®,com.tts.gueststar ,7.5.6 ,PASS ,FAIL ,Launch Failed
Insta360,com.arashivision.insta360akiko ,1.82.1 ,PASS ,PASS ,nan
Dig Deep,com.dig.deep ,14.0.0.0 ,PASS ,PASS ,nan
DailyGift: Earn Reward,com.habit.record.reward.tracker ,3.02.13 ,PASS ,PASS ,nan
Screw Home: ASMR Clean,com.luckyfortune.screwhome ,1.0.37 ,PASS ,PASS ,nan
K MANGA,com.kodansha.kmanga ,NA ,FAIL ,NA ,Paid App
Gin Rummy: Classic Card Game,gin.rummy.ginrummy.free.online.offline.classic.card.game ,1.8.0.20241209 ,PASS ,PASS ,nan
Music Piano 7: Rush Song Games,com.bunbunstudio.magicblocktiles ,2.18.0 ,PASS ,PASS ,nan
Battle Prime: FPS gun shooting,com.blitzteam.battleprime ,13.1.5 ,PASS ,PASS ,nan
Google Fi Wireless,com.google.android.apps.tycho ,V128-allabi-universal (732269497) ,PASS ,PASS ,nan
Stitch Fix: Style made easy,com.stitchfix.stitchfix ,2.1.6 ,PASS ,PASS ,nan
Hatch Sleep,com.hatchbaby.rest ,5.11.3 ,PASS ,PASS ,nan
SeaWorld,com.seaworld.mobile ,7.1.0.101316 ,PASS ,PASS ,nan
"Hudl Fan: Find, Watch, Follow.",com.hudl.fanexperience ,2.13.0 ,PASS ,PASS ,nan
Spades Fever: Card Plus Royale,com.wildcard.spades ,NA ,FAIL ,NA ,Failed to update app
NYU Langone Health,org.nyulmc.clinical.mychart ,2.14.1 ,PASS ,PASS ,nan
GHIN,com.advancedmobile.android.ghin ,NA ,FAIL ,NA ,Not compatible with this version
Pixel Art Coloring: Art Games,happy.pixel.coloring.art.color.games ,NA ,FAIL ,NA ,App not found
My Tidy Life,com.tidyroom.game ,1.3.12 ,PASS ,PASS ,nan
Double Win Slots- Vegas Casino,com.huge.slots.casino.vegas.android.avidly ,2.03,PASS ,PASS ,nan
RaceTrac,com.RaceTrac.Common ,NA ,FAIL ,NA ,Failed to update app
CarParts.com,com.carparts.mobilewrapper.customer ,1.0.5 ,PASS ,PASS ,nan
Stunt Bike Extreme,com.hyperkani.trialbike ,0.524,PASS ,PASS ,nan
Sniper Destiny: Lone Wolf,com.sniper.destiny.shooting ,3.0.8 ,PASS ,PASS ,nan
Granny Color By Number Game,com.art.pixel.chill.hobby.games.paint.color.by.numbers ,1.1.7 ,PASS ,PASS ,nan
Bubble Jam - Block Match Games,block.matching.puzzle.games ,2.7.0.0 ,PASS ,PASS ,nan
CSCPay Mobile Coinless Laundry,com.csc.cpmobile ,2.19.4.4 ,PASS ,PASS ,nan
Rhythm Rush - Piano Music Game,piano.tiles.pop.music.game.beat.tunes.master ,1.9.7 ,PASS ,PASS ,nan
Spranky Transformer,com.transformer.monster.animation ,1.1,PASS ,PASS ,nan
Screw Match:Nuts Master,com.facility.interested.devel ,1.1,PASS ,PASS ,nan
Star Gazer - Night Sky View,skyview.star.map.stargazing ,1.5.6 ,PASS ,PASS ,nan
Driver Pulse by Tenstreet,com.mobile.tenstreet.driverpulse ,7.10.0 ,PASS ,PASS ,nan
Conquian - ZingPlay,com.gsn.conquian.us ,70,PASS ,PASS ,nan
Maverik Rewards,com.maverik.rewards ,7.1.0 ,PASS ,PASS ,nan
Drink Alarms: Water Tracker,net.uploss.water_app ,2.0.2 ,PASS ,PASS ,nan
One Emulator for Game Consoles,com.fulldive.extension.fullroid ,1.7.6 ,PASS ,PASS ,nan
Bingo Heaven,com.bingoheaven.crazy.fungame ,1.0.0 ,PASS ,PASS ,nan
Delta Dental Mobile App,com.ddpa.mobileapp ,NA ,FAIL ,NA ,Not compatible with this version
Westlake MyAccount,com.westlake.mobile ,5.2.4 ,PASS ,PASS ,nan
Treasure Party: Puzzle Fun!,net.playq.treasureparty4 ,NA ,FAIL ,NA ,Failed to update app
Smart Remote For Vizio TV,smart.vizio.tv.remote.control ,1.1.3 ,PASS ,PASS ,nan
Monster Draft : Merge Runner,com.oreon.monsterdraft ,4.0.6 ,PASS ,PASS ,nan
Rope And Balls,com.game.rope.and.balls ,1.0.29 ,PASS ,PASS ,nan
Doctor On Demand,com.doctorondemand.android.patient ,2025.12.3 ,PASS ,PASS ,nan
Checkers & Rally's Rewards,com.paytronix.client.android.app.checkersandrallys ,24.19.2024122002 ,PASS ,PASS ,nan
BloomChic | A Re-Imagining,com.bloomchic.app ,3.19.1 ,PASS ,PASS ,nan
Local Weather Forecast - Radar,live.weather.vitality.local.channel.forecast ,1.4.9 ,PASS ,PASS ,nan
Remote Control for R?ku & TCL,com.sensustech.tclremote ,1.7,PASS ,PASS ,nan
Lovella - Novels & Audiobooks,com.fmproject.lovella ,0.0.11 ,PASS ,PASS ,nan
Meeting Guide,org.meetingguide ,4.2.51 ,PASS ,FAIL ,Launch Failed
Bouncing Hop,com.rhythm.hop.tiles.ball.music.game ,0.0.11 ,PASS ,PASS ,nan
GPS Location - Map Camera,com.gpsmapcamera.photo.geotaglocation ,NA ,FAIL ,NA ,App not found
Police Pursuit,com.kwalee.wantedgp ,2.1.7 ,PASS ,PASS ,nan
US Immigration Case Tracker,com.lawfully.lawfully_ai_tracker ,5.3.4 ,PASS ,PASS ,nan
Black Jigsaw - Jigsaw Puzzles,com.black.happy.art.jigsaw.puzzle.free.game ,1.0.6 ,PASS ,PASS ,nan
Playlet: Watch Short Dramas&TV,com.shortvideo.playlet ,NA ,FAIL ,NA ,Not compatible with this version
Boddle,com.boddle.learning ,1.25.0 ,PASS ,PASS ,nan
Moes Southwest Grill,com.punchh.moes ,4.23,PASS ,PASS ,nan
Tommy's Express Car Wash,com.superoperator.tommyexpress ,NA ,FAIL ,NA ,Not compatible with this version
Makeup ASMR: Makeover Story,com.makeoverstory.makeupasmr ,2.2,PASS ,PASS ,nan
Nextbots In Backrooms: Shooter,com.rimashev.nextbot ,5.4.29 ,PASS ,PASS ,nan
invideo AI: Video Generator,io.invideo.ai ,3.3.1 ,PASS ,PASS ,nan
Wizardry Variants Daphne,jp.co.drecom.wizardry.daphne ,NA ,FAIL ,NA ,Not compatible with this version
2048 Merge Games - M2 Blocks,merge.blocks.drop.number.puzzle.games ,4.12.0-25022048 ,PASS ,PASS ,nan
Skullgirls: Fighting RPG,com.autumn.skullgirls ,7.1.0 ,PASS ,PASS ,nan
Screen Mirroring TV & Miracast,screen.mirroring.smart.tv ,NA ,FAIL ,NA ,Failed to update app
MyUPMC,com.upmc.enterprises.myupmc ,3.21.0 ,PASS ,PASS ,nan
Race Max Pro - Car Racing,game.revani.racemaxpro ,1.7.3 ,PASS ,PASS ,nan
DeepL: translate & write,com.deepl.mobiletranslator ,25.12,PASS ,PASS ,nan
Travelers Mobile,com.travelers.digitalservice ,6.3.0 ,PASS ,PASS ,nan
PhotoGrid: Video Collage Maker,com.photogrid.collage.videomaker ,NA ,FAIL ,NA ,Not compatible with this version
Niantic Campfire,com.nianticlabs.campfire ,NA ,FAIL ,NA ,Not compatible with this version
Music Player Offline & MP3,musicplayer.musicapp.playmusic.mp3player ,1.8.1 ,PASS ,PASS ,nan
Red Robin,com.redrobin.appstore ,3.0.3 ,PASS ,PASS ,nan
Vita Jigsaw for Seniors,com.vitastudio.senior.jigsaw ,1.2.2 ,PASS ,PASS ,nan
Color Water Sort Puzzle Games,com.playspare.watersort3d ,1.16,PASS ,PASS ,nan
AI Fusion - Character Merge,com.aifusion.animal.aimix ,NA ,FAIL ,NA ,Not compatible with this version
Sudoku,sudoku.puzzle.math.games ,1.0.14 ,PASS ,PASS ,nan
KSL Classifieds,com.ksl.android.classifieds ,4.21.0 ,PASS ,PASS ,nan
Omada,com.omada.prevent ,25.3.4 ,PASS ,PASS ,nan
All Email Login,com.allemail.login ,NA ,FAIL ,NA ,Not compatible with this version
Lexus,com.lexus.oneapp ,NA ,FAIL ,NA ,Not compatible with this version
Castle Duels: PvP Arena Battle,my.arena ,7.0.8136 ,PASS ,PASS ,nan
HHAeXchange,com.hhaexchange.caregiver ,25.02.01 ,PASS ,PASS ,nan
Hoosier Lottery,com.gtechg2.mobile.indiana ,NA ,FAIL ,NA ,Not compatible with this version
Oremus - Catholic Bible&Prayer,com.oremus.catholic.bible.rosary.prayer ,1.2.5 ,PASS ,PASS ,nan
Playful Rewards: Play & Earn,com.theoremreach.wizardbucks ,NA ,FAIL ,NA ,Not compatible with this version
Boba DIY Bubble Tea,com.queen.drink.bubble.tasty.milktea ,1.3.8 ,PASS ,PASS ,nan
Leafly: Find Cannabis and CBD,leafly.android ,NA ,FAIL ,NA ,Failed to update app
Phone Tracker,com.phonetracker.location.share ,1.7.3 ,PASS ,PASS ,nan
Tangram Heaven,com.gimica.tangram ,1.0.4 ,PASS ,PASS ,nan
Cosmic Crafts,com.galaxy.cosmiccrafts ,1.20.0001-alpha ,PASS ,PASS ,nan
Sudoku,sudoku.puzzle.classic.math.games.train.brain ,1.2.1 ,PASS ,PASS ,nan
Draw Car Road,com.hee.drawcarroad ,3.0.4 ,PASS ,PASS ,nan
UP Faith & Family,com.upfaithandfamily ,9.002.1 ,PASS ,PASS ,nan
MyMazda,com.interrait.mymazda ,NA ,FAIL ,NA ,Not compatible with this version
CNBC: Business & Stock News,com.cnbc.client ,NA ,FAIL ,NA ,Failed to update app
Ai Browser - Smarter & Safer,com.best.quick.browser ,NA ,FAIL ,NA ,Not compatible with this version
BCBSTX,com.hcsc.android.providerfindertx ,6.9.0 ,PASS ,PASS ,nan
Logos Bible Study App,com.logos.androidlogos ,40.0.3 ,PASS ,PASS ,nan
WASH-Connect,com.wash.connect ,NA ,FAIL ,NA ,Failed to update app
E-PASS Toll App,com.cfxway.epass ,NA ,FAIL ,NA ,Not compatible with this version
Figgerits - Word Puzzle Game,com.hitapps.figgerits ,NA ,FAIL ,NA ,Failed to update app
WooPlus: Curvy Dating App,com.mason.wooplus ,9.3.0 ,PASS ,PASS ,nan
Escape from Mental Hospital,com.hundreddoorsgame.escapefrommentalhospital ,1.4.33 ,PASS ,PASS ,nan
GIRLS' FRONTLINE 2: EXILIUM,com.Sunborn.SnqxExilium.Glo ,1.4,PASS ,PASS ,nan
Makeover Tile: ASMR Blast,com.flybirdgames.makeover.tile ,1.0.56 ,PASS ,PASS ,nan
QR Code Scanner,com.qrcodereader ,1.3.16 ,PASS ,PASS ,nan
Tap It Away - 3D Blocks Puzzle,tap.away.out.tapout.master.cube.block.puzzle.games ,2.2.1 ,PASS ,PASS ,nan
Hudl,com.hudl.hudroid ,NA ,FAIL ,NA ,Failed to update app
HCMToGo,com.hcmtogo.workforceready ,1.97.11 ,PASS ,PASS ,nan
Tiki Solitaire Grand,com.drama.strength.supports.experience ,NA ,FAIL ,NA ,Failed to update app
Battle Table Tennis-Ball Ace,com.batgx.isiq ,1.8.16 ,PASS ,PASS ,nan
Frontline Education,com.frontline.frontlinemobile ,11.1.1 ,PASS ,PASS ,nan
NCPMobile: Shopping Rewards,com.ncp.ncpmobile ,3.6.4 ,PASS ,PASS ,nan
True Finance: Cash Advance,com.truefinance ,9.0.0 ,PASS ,PASS ,nan
"Chapters-eBooks,Stories&Novels",com.find.phone.gps.locator.location.tracker ,3.0.1 ,PASS ,PASS ,nan
Slime Castle  Idle TD Game,com.redtailworks.slimetd ,NA ,FAIL ,NA ,Failed to update app
Power Pop Bubbles,bubbles.pop.power ,6.0.52 ,PASS ,PASS ,nan
Mini Monsters: Card Collector,com.appideas.minimonsters ,1.3.4 ,PASS ,PASS ,nan
Steam Chat,com.valvesoftware.android.steam.friendsui ,1,PASS ,PASS ,nan
Lazy Jump,com.shaverma.lazyjump ,1.10.2 ,PASS ,PASS ,nan
Hexa Puzzle - 2048 Game,com.bigcake.android.hexaconnect ,1.0.27 ,PASS ,PASS ,nan
Snakzy: Earn While You Play,com.playnearn ,NA ,FAIL ,NA ,Failed to update app
LUDUS - Merge Battle Arena PvP,com.studion.mergearena ,1.21.0 ,PASS ,PASS ,nan
Marvel Unlimited,com.marvel.unlimited ,7.86.0 ,PASS ,PASS ,nan
InboxDollars,com.mentormate.android.inboxdollars ,4.5.0 ,PASS ,PASS ,nan
Invincible: Guarding the Globe,com.ubisoft.invincible.guardians.globe.idle.superhero.rpg.battle.afk ,2.2.10 ,PASS ,PASS ,nan
Cast to TV+ Chromecast Roku TV,com.castify ,12.25,PASS ,PASS ,nan
Sprunki Beat: Full Mod Music,com.sprunki.mod.horror.incredibox.monster.beats.music.game ,0.0.6 ,PASS ,PASS ,nan
Photo Prints Now: CVS Photo,com.meamobile.photoprintsnow ,18.5.0 ,PASS ,PASS ,nan
NFHS Network,com.playon.nfhslive ,2.15.5 ,PASS ,PASS ,nan
Screw Ocean: Bolt Match Escape,com.screw.bolt.ocean.match.fish.game ,1.0.4 ,PASS ,PASS ,nan
Dexcom Follow,com.dexcom.follow ,4.6.1 ,PASS ,PASS ,nan
Beach Volleyball Merge,com.volleyball.beach.leisurely.merge ,1.1.6 ,PASS ,PASS ,nan
National Park Service,gov.nps.mobileapp ,1.19.1 ,PASS ,PASS ,nan
Local Weather & News - Radar,com.weather.forecast.news ,1.6.9 ,PASS ,PASS ,nan
Daily Jigsaw Puzzles,com.bigc.daily.jigsaw.puzzles ,1.1.2 ,PASS ,PASS ,nan
Edpuzzle,com.edpuzzle.student ,5.0.0 ,PASS ,PASS ,nan
GossipMaster,com.Ondrej.GossipMaster ,19.8.5 ,PASS ,PASS ,nan
No WiFi -Antistress Relax toys,com.qyantistresspuzzledom.game ,1.69.32 ,PASS ,PASS ,nan
Know Weather: Live Radar,com.forecast.weather.severe.wind ,1.2.15 ,PASS ,PASS ,nan
IC Image Converter,com.image.conveimage ,NA ,FAIL ,NA ,App not found
Elan Credit Card,com.elan.icsmobile.elanapp ,25.2.2 ,PASS ,PASS ,nan
Giant Food,com.giantfood.mobile.droid ,8.7.1 ,PASS ,PASS ,nan
Color Block Builder,jp.co.goodroid.hyper.puzzle.colorblockbuilder ,1.6.0 ,PASS ,PASS ,nan
Solitaire Uni,com.arrowise.solitaire.guni ,1.2.0 ,PASS ,PASS ,nan
Messages: SMS Text Messenger,com.textmessages.chatandmessage ,NA ,FAIL ,NA ,Not compatible with this version
Sniper Shooter Wild,com.sniper.shooter.wild.ssw ,4.3.1 ,PASS ,PASS ,nan
Nerd AI - Tutor & Math Helper,com.codeway.homework ,3.8.2 ,PASS ,PASS ,nan
Call Blocker - Block Numbers,call.blacklist.blocker ,NA ,FAIL ,NA ,Not compatible with this version
MoneyTime - Play & Earn Money,com.money.time ,4.6.4 ,PASS ,PASS ,nan
Adult Sexy Coloring Games,com.paint.by.numbers.coloring.pages.blend.coloring ,NA ,FAIL ,NA ,Not compatible with this version
Slingshot Smash?Shooting Range,slingshot.building.destroy ,1.6.92 ,PASS ,PASS ,nan
Safeco Mobile,com.safecoinsurance.consumer ,NA ,FAIL ,NA ,Not compatible with this version
Universal TV Remote Control,tv.remote.control.tvremote.alltvremote ,1.4.1 ,PASS ,PASS ,nan
War Sniper: FPS Shooting Game,com.miniclip.puresoldier ,500131,PASS ,PASS ,nan
Tasty Travels: Merge Game,com.fatmerge.global ,27.0.0 ,PASS ,PASS ,nan
Oura,com.ouraring.oura ,NA ,FAIL ,NA ,Failed to update app
#news,com.aura.news.hashtag.news ,1.3.3.5.6 ,PASS ,PASS ,nan
Idle Planet Miner,com.TironiumTech.IdlePlanetMiner ,2.4.3 ,PASS ,PASS ,nan
Triple Find - Match Triple 3D,and.lihuhu.findmatch ,2.8.0 ,PASS ,PASS ,nan
Collectibles.com: Scan + Value,com.buchdeals.cardbase ,4.2.3 ,PASS ,PASS ,nan
Word Spells: Word Puzzles,com.openmygame.magicwordsearch ,2.25,PASS ,PASS ,nan
Solitaire Master Legends,com.alpha.went.roll ,NA ,FAIL ,NA ,App not found
Bloody Bastards,com.tibith.badboxing ,4.1.9 ,PASS ,PASS ,nan
Video Player All Format HD,maxplayer.mediaplayer.videoplayer ,1.7.2 ,PASS ,PASS ,nan
PA Toll Pay,com.paturnpike.PTCEZPass ,2.2.76 ,PASS ,PASS ,nan
Worldstar Hip Hop & Rap News,com.pt.wshhp ,NA ,FAIL ,NA ,Not compatible with this version
Paper Boy Race: Running game,com.phantom.paperboy ,1.34.1 ,PASS ,PASS ,nan
UNIQLO US - Clothes Shopping,com.uniqlo.usa.catalogue ,8.1.4 ,PASS ,PASS ,nan
MACU Mobile Banking,com.softek.ofxclmobile.macu ,NA ,FAIL ,NA ,Not compatible with this version
Rescue Agent: Shoot & Hunt,com.game.rescueagent ,NA ,FAIL ,NA ,Failed to update app
Body Color Swap,doubleagames.sproonky.bodycolorswap ,NA ,FAIL ,NA ,Failed to update app
The Parking Spot,com.theparkingspot.tpscustomer ,9.8.4 ,PASS ,PASS ,nan
Golden Casino - Slots Games,com.slotslimited.goldencasino ,1.0.710 ,PASS ,PASS ,nan
Microsoft Defender: Antivirus,com.microsoft.scmx ,NA ,FAIL ,NA ,Failed to update app
Rider Worlds - Neon Bike Races,com.ketchapp.rider.evolution.world.race.car.bike.flip ,1.14.1.01 ,PASS ,PASS ,nan
KJV Bible: Audio+Verse,com.liotek.lannbible ,1.2.8 ,PASS ,PASS ,nan
Bingo Aloha-Bingo tour at home,com.gm11.bingocraze ,1.61.1 ,PASS ,PASS ,nan
Save A Lot,com.savealot.rewards ,1.4.2 ,PASS ,PASS ,nan
Bloons TD Battles 2,com.ninjakiwi.bloonstdbattles2 ,4.6.1 ,PASS ,PASS ,nan
Drift 2 Drag,com.hypermonkgames.Drift2Drag ,4.5.1 ,PASS ,PASS ,nan
Gaia: Streaming Consciousness,com.gaiamtv ,6.0.9 (4106)PR ,PASS ,PASS ,nan
Dalgona Survival Challenge 456,com.flatgames.dalgona.survival.challenge ,0.0.53 ,PASS ,PASS ,nan
Wild Classic Slots Casino Game,com.blowfire.wildclassic ,7.47.1 ,PASS ,PASS ,nan
"Sudoku, Classic Sudoku Puzzle",sudoku.puzzle.classic.math.games ,1.6,PASS ,PASS ,nan
NovelBar-Your Reading Haven,com.qvon.novelbar ,1.7.0 ,PASS ,PASS ,nan
JoyBox,com.tarot.ctsguide ,2.0.1 ,PASS ,PASS ,nan
7shifts: Employee Scheduling,com.sevenshifts.android ,2025.12.0 ,PASS ,PASS ,nan
Hers: Womens Healthcare,com.himshers.hers ,NA ,FAIL ,NA ,Not compatible with this version
Oportun: Finances made simple,digit.android ,4.129.0 ,PASS ,PASS ,nan
Clock Launcher: Set Alarms,com.clockhome.android.clock.alarm ,NA ,FAIL ,NA ,Failed to update app
stats.fm for Spotify,dev.netlob.spotistats ,1.11.0 ,PASS ,PASS ,nan
Block Puzzle: Combo Mania!,com.sweetmaple.block.gp ,2.66.41 ,PASS ,PASS ,nan
ScanGo,com.qrcode.quick.scango ,NA ,FAIL ,NA ,App not found
Aura: Security & Protection,com.aura.suite ,NA ,FAIL ,NA ,Failed to update app
AT&T Device Help,com.att.dh ,3.258.3 ,PASS ,PASS ,nan
Cats & Soup - Cute Cat Game,com.hidea.cat ,NA ,FAIL ,NA ,Failed to update app
PENNYMAC MOBILE,com.pennymac.app ,NA ,FAIL ,NA ,Failed to update app
Gangster City: Hero vs Monster,com.real.gangster.crime.city.vegas ,NA ,FAIL ,NA ,Failed to update app
OVO - Live Video Chat,app.duomevideochat.duome ,NA ,FAIL ,NA ,Not compatible with this version
SnackShort,com.plotshow.snackshow ,NA ,FAIL ,NA ,Failed to update app
Rosytalk-RP lover AI character,com.rosytalk.ai ,NA ,FAIL ,NA ,Not compatible with this version
MyDISH,com.dish.mydish ,3.67.07 ,PASS ,PASS ,nan
Scavenger Hunt - Seek & Find,seek.find.hunt.hidden.objects.puzzle.game.free ,NA ,FAIL ,NA ,Failed to update app
Left or right: Magic Dress up,com.dressup.fashionshow.leftright ,2,PASS ,PASS ,nan
Mahjong Solitaire Classic Game,mahjong.solitaire.card.games.free.senior.match.puzzle ,NA ,FAIL ,NA ,Failed to update app
Fire Emblem Heroes,com.nintendo.zaba ,9.3.0 ,PASS ,PASS ,nan
iZurvive - Map for DayZ & Arma,com.innovaptor.izurvive ,10.0.0 ,PASS ,PASS ,nan
Chordify: Song Chords & Tuner,net.chordify.chordify ,NA ,FAIL ,NA ,Failed to update app
Draw Anime: AR Drawing Sketch,com.draw.sketch.ardrawing.paint.anime ,1.1.3 ,PASS ,PASS ,nan
iHealth MyVitals,com.ihealthlabs.MyVitalsPro ,NA ,FAIL ,NA ,Not compatible with this version
HopSkipDrive CareDriver,com.hopskipdrive.driver ,6.5.0 ,PASS ,PASS ,nan
FreePrints Gifts,com.planetart.fpgifts.ww ,72.4,PASS ,PASS ,nan
Slots Era - Jackpot Slots Game,com.murka.slotsera ,2.52.0 ,PASS ,PASS ,nan
Life Dream: Build Dream Home,com.life.dream ,1.0.17 ,PASS ,PASS ,nan
ReCove: Photo - File Recovery,com.restorefile.filerecovery.photorecovery ,1.2.1 ,PASS ,PASS ,nan
Mergest Kingdom: Merge game,com.cleverapps.mergecraft ,1.426.6 ,PASS ,PASS ,nan
National General,com.natgen.d2cplatform.ngic ,1.90.577 ,PASS ,PASS ,nan
Legendary Hero Slots - Casino,casino.legendary.cash.slots.android ,1.36,PASS ,PASS ,nan
Terminal Master - Bus Tycoon,com.dlitegames.terminalmaster ,1.28.0 ,PASS ,PASS ,nan
MaxPreps: High School Sports,com.maxpreps.mpscoreboard ,5.4.0-Prod-250312 ,PASS ,PASS ,nan
Backpack Hero: Merge Weapon,com.ig.weapon.backpack ,NA ,FAIL ,NA ,Installation Failed
RAM,com.fca.myconnect.ram.nafta ,1.98.1 ,PASS ,PASS ,nan
Chumba Casino Lite,co.vgw.chumbalite ,1.15.84 ,PASS ,PASS ,nan
Pocket Bots: Battle Robots,com.hsa.games.pocketbots ,2.4.1 ,PASS ,PASS ,nan
Supremacy 1914 - WW1 Strategy,com.bytro.supremacy1914 ,0.202,PASS ,PASS ,nan
GoreBox,com.F2Games.GBDE ,NA ,FAIL ,NA ,Not compatible with this version
Screw Blast: Unscrew Puzzle 3D,screw.pin.out.sort.puzzle.games ,1.18,PASS ,PASS ,nan
Solitaire Monster-Dragon,com.width.variable.ticket.videos ,1.0.2 ,PASS ,PASS ,nan
Songsterr Guitar Tabs & Chords,com.songsterr ,NA ,FAIL ,NA ,Failed to update app
EVgo - Fast EV Charging,com.driivz.mobile.android.evgo.driver ,NA ,FAIL ,NA ,Failed to update app
Android Ringtone Songs,com.bestapp.entertainment.ringsfree ,NA ,FAIL ,NA ,Failed to update app
HuntStand: GPS Maps & Tools,com.huntstand.core ,8.0.21 ,PASS ,PASS ,nan
RightNow Media,com.rightnowmedia.rightnowmedia ,3.10.3 ,PASS ,PASS ,nan
Zombie State: FPS Shooting,games.my.zombie.shooter ,2.3.1 ,PASS ,PASS ,nan
Melon Maker : Fruit Game,com.superbox.aos.suikagame ,NA ,FAIL ,NA ,Not compatible with this version
Mahjong Solitaire: Match Games,com.mahjong.solitaire.tile.pair.match ,1.1.8 ,PASS ,PASS ,nan
Solitaire,solitaire.mahjongmaker.collection.card.solitaire.klondike ,1.21.305 ,PASS ,PASS ,nan
QR Code Scanner & Scanner App,qrcodescanner.barcodescanner.qrscanner.qrcodereader ,1.5.5 ,PASS ,PASS ,nan
